Source,Target,Weight
363,373,1
363,855,1
364,370,1
364,474,1
364,477,1
364,820,1
364,980,1
364,990,1
365,384,1
365,409,1
365,513,1
365,770,1
365,911,1
365,947,1
366,381,1
366,590,1
366,740,1
367,699,1
367,941,1
368,388,1
368,664,1
368,805,1
369,624,1
369,764,1
369,765,1
369,806,1
370,483,1
370,488,1
370,519,1
371,393,1
371,399,1
371,718,1
372,397,1
372,491,1
372,583,1
372,627,1
373,504,1
373,532,1
373,777,1
373,948,1
374,434,1
374,741,1
375,574,1
375,696,1
375,834,1
375,860,1
375,962,1
376,441,1
376,501,1
376,504,1
376,897,1
377,435,1
377,472,1
377,660,1
377,672,1
378,480,1
378,520,1
378,564,1
378,704,1
378,747,1
379,790,1
379,925,1
380,381,1
380,416,1
380,705,1
380,717,1
381,878,1
381,896,1
382,487,1
382,790,1
382,804,1
383,478,1
383,660,1
383,908,1
384,450,1
384,459,1
384,524,1
384,659,1
385,564,1
385,580,1
385,598,1
385,606,1
385,884,1
385,975,1
386,474,1
386,494,1
387,422,1
387,502,1
387,601,1
387,642,1
387,877,1
387,970,1
388,492,1
389,447,1
389,466,1
389,673,1
389,719,1
390,414,1
390,458,1
392,433,1
392,568,1
392,604,1
393,834,1
393,852,1
394,435,1
394,718,1
394,858,1
394,969,1
395,572,1
395,882,1
396,669,1
396,696,1
396,722,1
397,426,1
397,582,1
397,870,1
398,612,1
398,974,1
400,510,1
400,541,1
400,702,1
400,908,1
400,968,1
401,478,1
401,758,1
401,794,1
402,489,1
402,675,1
402,776,1
403,897,1
404,637,1
404,745,1
404,818,1
404,894,1
405,691,1
405,897,1
406,681,1
406,700,1
406,961,1
407,563,1
408,508,1
408,819,1
409,496,1
409,585,1
409,695,1
409,961,1
409,982,1
409,995,1
410,509,1
410,527,1
410,644,1
410,839,1
410,966,1
411,512,1
411,802,1
411,862,1
412,680,1
412,737,1
413,419,1
413,750,1
413,783,1
413,834,1
414,867,1
415,688,1
416,480,1
416,555,1
416,564,1
416,820,1
416,878,1
417,485,1
418,449,1
418,472,1
419,448,1
419,449,1
419,521,1
419,735,1
419,951,1
420,685,1
420,982,1
421,519,1
421,650,1
421,833,1
421,836,1
422,531,1
422,741,1
423,470,1
423,656,1
424,439,1
424,566,1
424,880,1
425,503,1
425,580,1
425,582,1
425,634,1
425,784,1
426,732,1
427,465,1
427,599,1
427,663,1
427,772,1
427,810,1
428,550,1
428,868,1
428,899,1
428,977,1
429,432,1
429,646,1
429,926,1
430,619,1
431,508,1
431,575,1
431,599,1
431,663,1
431,736,1
431,819,1
431,971,1
432,523,1
432,962,1
433,550,1
433,958,1
434,502,1
434,630,1
435,676,1
435,776,1
435,909,1
436,478,1
436,510,1
436,533,1
436,951,1
437,607,1
437,661,1
437,889,1
438,609,1
438,753,1
438,888,1
438,912,1
439,790,1
440,611,1
440,614,1
441,498,1
442,503,1
442,667,1
442,784,1
442,941,1
443,470,1
443,845,1
444,620,1
444,986,1
445,654,1
445,812,1
446,922,1
447,573,1
447,600,1
448,497,1
448,710,1
448,988,1
449,574,1
449,956,1
450,610,1
450,748,1
450,803,1
450,911,1
451,594,1
451,797,1
451,947,1
452,947,1
453,648,1
453,823,1
453,833,1
454,613,1
454,632,1
454,690,1
454,827,1
455,678,1
455,683,1
455,771,1
456,458,1
456,744,1
457,701,1
457,853,1
457,892,1
458,698,1
459,584,1
459,610,1
459,739,1
460,734,1
460,952,1
461,830,1
461,843,1
462,657,1
462,941,1
463,595,1
463,978,1
464,484,1
464,923,1
464,984,1
465,549,1
465,554,1
465,904,1
466,654,1
466,847,1
467,629,1
467,768,1
468,621,1
468,867,1
469,569,1
469,822,1
470,732,1
471,496,1
471,538,1
471,585,1
471,873,1
472,990,1
474,705,1
474,913,1
475,588,1
475,872,1
475,975,1
475,998,1
476,533,1
476,571,1
476,871,1
476,893,1
477,483,1
477,694,1
477,702,1
478,712,1
478,783,1
479,548,1
479,682,1
479,697,1
480,648,1
480,763,1
480,930,1
481,547,1
481,662,1
481,828,1
482,525,1
482,651,1
482,877,1
482,970,1
483,709,1
483,757,1
484,530,1
484,802,1
485,633,1
485,650,1
486,664,1
486,831,1
486,857,1
487,619,1
487,686,1
488,555,1
488,617,1
488,684,1
488,820,1
489,541,1
489,986,1
490,506,1
490,551,1
490,660,1
491,539,1
491,582,1
491,784,1
492,664,1
492,716,1
493,497,1
493,710,1
494,590,1
494,694,1
494,994,1
495,708,1
495,986,1
496,797,1
496,808,1
497,733,1
497,735,1
497,869,1
498,825,1
498,852,1
499,556,1
499,851,1
500,514,1
500,734,1
500,744,1
501,786,1
501,965,1
502,707,1
502,741,1
502,752,1
504,540,1
504,992,1
505,822,1
505,869,1
506,990,1
507,703,1
507,872,1
507,991,1
508,592,1
508,623,1
510,757,1
511,710,1
511,825,1
511,872,1
511,914,1
512,730,1
512,924,1
513,585,1
513,936,1
513,940,1
514,698,1
515,607,1
515,661,1
515,875,1
515,996,1
516,575,1
516,579,1
516,613,1
516,736,1
516,827,1
517,573,1
517,724,1
517,864,1
518,835,1
518,868,1
518,904,1
519,617,1
520,732,1
520,954,1
521,527,1
521,644,1
521,956,1
522,560,1
522,722,1
522,839,1
523,796,1
523,926,1
524,594,1
524,748,1
524,902,1
525,622,1
525,654,1
525,724,1
525,812,1
525,884,1
526,693,1
526,714,1
526,748,1
526,934,1
527,951,1
528,586,1
528,655,1
528,656,1
529,636,1
530,924,1
531,601,1
531,815,1
532,639,1
533,616,1
533,703,1
533,988,1
534,713,1
534,981,1
535,754,1
535,935,1
536,640,1
536,726,1
536,906,1
537,547,1
537,578,1
537,932,1
537,946,1
538,794,1
538,797,1
538,957,1
539,583,1
539,728,1
539,893,1
540,897,1
541,675,1
541,920,1
541,950,1
542,770,1
542,808,1
543,709,1
543,938,1
544,678,1
544,771,1
544,882,1
545,619,1
545,686,1
546,581,1
546,597,1
546,650,1
546,721,1
546,892,1
548,589,1
549,846,1
549,901,1
550,553,1
550,568,1
551,667,1
551,909,1
552,641,1
552,801,1
553,779,1
553,807,1
553,899,1
554,772,1
554,846,1
555,763,1
555,836,1
555,871,1
556,639,1
556,826,1
557,565,1
557,596,1
557,824,1
558,822,1
558,826,1
558,844,1
559,670,1
559,774,1
559,963,1
560,854,1
560,869,1
560,902,1
560,934,1
560,967,1
561,700,1
564,717,1
564,871,1
565,966,1
566,790,1
567,699,1
568,779,1
569,649,1
570,592,1
570,674,1
571,616,1
571,666,1
571,704,1
572,593,1
572,749,1
572,804,1
573,633,1
573,719,1
574,628,1
574,735,1
574,854,1
574,869,1
575,592,1
575,930,1
576,602,1
576,674,1
576,890,1
577,769,1
577,848,1
577,995,1
578,653,1
579,705,1
579,791,1
579,913,1
579,930,1
580,717,1
581,768,1
581,929,1
581,981,1
582,717,1
584,999,1
585,889,1
585,949,1
585,957,1
586,954,1
587,588,1
587,937,1
589,682,1
589,830,1
589,843,1
590,896,1
591,817,1
592,690,1
592,827,1
592,980,1
594,659,1
594,837,1
595,747,1
596,777,1
596,966,1
597,600,1
597,727,1
599,623,1
599,927,1
600,633,1
600,650,1
600,673,1
601,727,1
601,847,1
602,800,1
602,880,1
603,774,1
603,989,1
604,743,1
604,958,1
605,657,1
606,729,1
606,871,1
606,957,1
607,940,1
608,883,1
609,972,1
610,898,1
610,943,1
611,821,1
612,903,1
613,791,1
614,787,1
614,821,1
615,894,1
615,984,1
616,687,1
616,855,1
617,836,1
618,637,1
618,886,1
618,900,1
622,876,1
622,877,1
624,931,1
626,755,1
627,656,1
628,860,1
628,976,1
629,817,1
629,841,1
629,918,1
630,707,1
631,785,1
631,833,1
632,791,1
632,913,1
634,881,1
635,699,1
639,948,1
639,976,1
641,863,1
641,983,1
642,707,1
642,727,1
643,757,1
644,735,1
644,854,1
644,856,1
645,679,1
645,814,1
645,895,1
645,916,1
646,750,1
646,962,1
647,666,1
648,742,1
648,747,1
648,971,1
649,723,1
650,929,1
651,724,1
652,714,1
652,803,1
653,662,1
653,933,1
654,719,1
654,970,1
655,717,1
655,732,1
656,732,1
656,954,1
658,706,1
658,991,1
659,739,1
659,803,1
659,947,1
660,712,1
660,909,1
660,990,1
665,775,1
665,794,1
665,951,1
665,978,1
667,994,1
668,679,1
668,916,1
669,725,1
669,756,1
671,786,1
671,796,1
673,727,1
673,847,1
674,690,1
674,800,1
675,702,1
675,994,1
676,718,1
676,908,1
678,922,1
679,885,1
679,921,1
681,918,1
683,922,1
684,763,1
684,930,1
685,754,1
687,703,1
687,799,1
687,870,1
688,952,1
691,965,1
693,769,1
693,782,1
693,848,1
694,709,1
694,909,1
695,770,1
695,808,1
696,756,1
696,979,1
698,744,1
700,945,1
701,831,1
702,757,1
702,909,1
702,990,1
704,763,1
704,871,1
705,820,1
705,896,1
706,718,1
706,858,1
707,829,1
709,751,1
709,969,1
712,725,1
712,756,1
712,969,1
713,781,1
714,837,1
715,753,1
715,923,1
719,724,1
720,778,1
720,789,1
722,902,1
723,773,1
726,807,1
728,784,1
729,936,1
729,975,1
730,862,1
731,753,1
731,888,1
733,873,1
733,988,1
735,834,1
736,927,1
737,753,1
739,943,1
739,999,1
740,878,1
740,938,1
742,823,1
743,805,1
746,907,1
748,778,1
748,782,1
748,837,1
750,917,1
751,938,1
752,829,1
754,795,1
755,883,1
756,783,1
757,969,1
759,941,1
760,865,1
760,984,1
763,793,1
764,987,1
766,796,1
767,789,1
769,911,1
773,844,1
775,873,1
776,994,1
777,992,1
778,902,1
778,934,1
782,911,1
783,794,1
783,951,1
783,979,1
785,816,1
788,813,1
788,884,1
789,915,1
791,896,1
792,907,1
793,874,1
795,935,1
797,982,1
798,817,1
798,918,1
799,968,1
801,983,1
802,924,1
803,837,1
803,943,1
805,811,1
809,929,1
810,927,1
811,903,1
812,876,1
814,921,1
815,847,1
818,842,1
820,930,1
825,840,1
826,948,1
827,913,1
831,853,1
832,959,1
834,979,1
837,915,1
838,924,1
838,953,1
839,854,1
840,872,1
847,970,1
849,973,1
853,857,1
854,956,1
854,976,1
855,914,1
859,871,1
864,883,1
868,901,1
873,949,1
875,939,1
875,940,1
881,998,1
882,922,1
885,895,1
889,940,1
889,961,1
892,981,1
897,965,1
898,993,1
899,906,1
900,944,1
901,904,1
908,909,1
909,969,1
909,994,1
911,995,1
912,946,1
912,972,1
913,980,1
917,937,1
920,968,1
928,985,1
930,971,1
930,980,1
931,964,1
936,947,1
936,957,1
939,996,1
943,993,1
945,961,1
947,982,1
951,988,1
953,960,1
956,967,1
957,982,1
972,987,1
